id,downloads,likes,tags,created_at,last_modified,private,search_task
kurumikz/Question-answeringsmall-ru,9,1,"task_categories:question-answering, task_categories:text-classification, task_categories:table-question-answering, task_categories:text-generation, language:ru, license:cc-by-4.0, size_categories:1K<n<10K, format:json",2025-10-14T18:47:45.000Z,2025-10-15T16:58:57.000Z,False,question-answering
gonzalo-santamaria-iic/mock_question_answering_dataset,9,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2025-11-18T12:21:12.000Z,2025-11-18T15:52:47.000Z,False,question-answering
InfoBayAI/Arabic-STEM-Question-Answering-MCQA-Dataset,9,0,"task_categories:question-answering, task_ids:multiple-choice-qa, language:ar, license:cc-by-4.0, size_categories:n<1K, format:parquet, modality:text, library:datasets",2025-12-24T07:45:02.000Z,2026-04-06T07:24:42.000Z,False,question-answering
open-source-metrics/visual-question-answering-checkpoint-downloads,8,0,"size_categories:n<1K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2022-09-18T01:29:54.000Z,2022-10-06T19:28:05.000Z,False,question-answering
open-source-metrics/document-question-answering-checkpoint-downloads,7,0,"size_categories:n<1K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2022-09-18T01:33:36.000Z,2022-10-06T19:32:29.000Z,False,question-answering
supergoose/flan_combined_task863_asdiv_multiop_question_answering,7,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-28T02:17:11.000Z,2025-02-28T02:17:25.000Z,False,question-answering
supergoose/flan_combined_task624_ohsumed_question_answering,7,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-10T14:29:36.000Z,2025-03-10T14:29:37.000Z,False,question-answering
supergoose/flan_combined_task1628_copa_hr_question_answering,7,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-10T14:30:37.000Z,2025-03-10T14:30:38.000Z,False,question-answering
vivekraina/Stanford_Question_Answering_Dataset,6,0,region:us,2023-08-28T08:30:47.000Z,2023-08-28T10:25:59.000Z,False,question-answering
taesiri/video-game-question-answering-mixtral-8x7b-instruct-v0-1,6,2,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-12T02:57:42.000Z,2023-12-12T22:28:45.000Z,False,question-answering
friendshipkim/duorc_ParaphraseRC_question_answering_subset,6,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-05-19T21:17:45.000Z,2024-05-19T21:53:44.000Z,False,question-answering
doujins-com/Anime-Question-Answering,6,0,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-04-05T18:38:13.000Z,2025-04-06T16:23:25.000Z,False,question-answering
Sachin-Hansaka/SQAD-Sinhala_Question_Answering_Dataset,6,1,"task_categories:question-answering, language:si, language:en, license:cc-by-sa-4.0, size_categories:100K<n<1M, format:json, modality:text, library:datasets",2025-04-15T20:55:46.000Z,2025-04-23T18:41:29.000Z,False,question-answering
Jetsadaporn409/Question_Answering_409,6,0,region:us,2025-09-25T15:42:27.000Z,2025-09-25T15:42:27.000Z,False,question-answering
joey4/QuestionAnsweringProblemSolving,6,0,"task_categories:question-answering, language:en, license:mit, size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas",2026-01-26T12:38:31.000Z,2026-01-26T12:39:22.000Z,False,question-answering
minh21/COVID-QA-question-answering-biencoder-data-45_45_10,5,0,"size_categories:n<1K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-10-06T08:08:22.000Z,2023-10-06T08:08:24.000Z,False,question-answering
minh21/COVID-QA-Chunk-64-question-answering-biencoder-data-65_25_10,5,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-10-08T08:41:20.000Z,2023-10-08T08:41:24.000Z,False,question-answering
minh21/COVID-QA-Chunk-64-question-answering-biencoder-data-65_25_10-v2,5,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-10-09T03:48:22.000Z,2023-10-09T03:48:25.000Z,False,question-answering
Amirjalaly/question_answering_data,5,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-02-29T11:18:33.000Z,2024-02-29T11:41:58.000Z,False,question-answering
RahulS3/siddha_vaithiyam_question_answering_chatbot,5,2,"task_categories:table-question-answering, task_categories:question-answering, task_categories:text-generation, language:ta, size_categories:1K<n<10K, format:csv, modality:text, library:datasets",2024-03-01T15:55:15.000Z,2024-03-02T07:34:35.000Z,False,question-answering
AbdallahDamrah/Question_and_Answering,5,0,region:us,2024-04-11T22:21:37.000Z,2024-04-11T22:21:38.000Z,False,question-answering
friendshipkim/duorc_SelfRC_question_answering,5,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-05-16T05:57:40.000Z,2024-05-16T20:41:51.000Z,False,question-answering
OmbeniFaraja/kra_question_answering_dataset_EN,5,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-07-10T05:37:52.000Z,2024-07-10T05:37:53.000Z,False,question-answering
Lots-of-LoRAs/task1711_poki_text_generation,191,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T21:29:50.000Z,2024-07-16T14:58:26.000Z,False,text-generation
gsingh1-py/text_generation,176,0,"size_categories:10K<n<100K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-08-30T13:49:07.000Z,2024-10-27T03:16:33.000Z,False,text-generation
RUCAIBox/Data-to-text-Generation,161,3,"task_categories:tabular-to-text, task_categories:table-to-text, multilinguality:monolingual, language:en, region:us, data-to-text",2022-08-13T02:08:03.000Z,2023-03-03T14:42:50.000Z,False,text-generation
Lots-of-LoRAs/task292_storycommonsense_character_text_generation,143,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-12-30T22:51:26.000Z,2024-12-30T22:51:28.000Z,False,text-generation
Lots-of-LoRAs/task130_scan_structured_text_generation_command_action_long,142,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T21:05:16.000Z,2024-07-16T14:43:46.000Z,False,text-generation
AIEnergyScore/text_generation,125,1,"language:en, size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-04-05T17:32:11.000Z,2024-06-18T17:35:41.000Z,False,text-generation
Lots-of-LoRAs/task1598_nyc_long_text_generation,76,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:34:39.000Z,2024-07-16T13:32:49.000Z,False,text-generation
Lots-of-LoRAs/task129_scan_long_text_generation_action_command_short,59,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:42:05.000Z,2024-07-16T13:40:18.000Z,False,text-generation
Lots-of-LoRAs/task294_storycommonsense_motiv_text_generation,57,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:35:53.000Z,2024-07-16T14:49:46.000Z,False,text-generation
ykwon-hf/unconditional_text_generation,57,0,"license:apache-2.0, size_categories:100K<n<1M, format:arrow, modality:text, library:datasets, library:mlcroissant, region:us",2026-01-17T22:41:32.000Z,2026-01-17T22:46:17.000Z,False,text-generation
Lots-of-LoRAs/task128_scan_structured_text_generation_command_action_short,55,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:45:30.000Z,2024-07-16T14:01:02.000Z,False,text-generation
Lots-of-LoRAs/task1409_dart_text_generation,55,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:52:45.000Z,2024-07-16T13:51:37.000Z,False,text-generation
Lots-of-LoRAs/task127_scan_long_text_generation_action_command_all,54,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:43:27.000Z,2024-07-16T13:38:20.000Z,False,text-generation
Lots-of-LoRAs/task131_scan_long_text_generation_action_command_long,54,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T19:53:54.000Z,2024-07-16T14:10:43.000Z,False,text-generation
Lots-of-LoRAs/task618_amazonreview_summary_text_generation,53,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T21:32:17.000Z,2024-07-16T14:37:42.000Z,False,text-generation
Ashima/qwen3_0.6b-rlvr_task210_logic2text_structured_text_generation,50,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars",2026-02-22T04:42:47.000Z,2026-02-22T04:42:50.000Z,False,text-generation
Lots-of-LoRAs/task1596_event2mind_text_generation_2,46,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T21:08:21.000Z,2024-07-16T13:41:57.000Z,False,text-generation
Lots-of-LoRAs/task617_amazonreview_category_text_generation,45,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T20:57:12.000Z,2024-07-16T14:08:31.000Z,False,text-generation
Lots-of-LoRAs/task1590_diplomacy_text_generation,43,1,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-02T19:42:13.000Z,2024-07-16T13:48:45.000Z,False,text-generation
Lots-of-LoRAs/task1566_propara_structured_text_generation,43,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-02T19:50:57.000Z,2024-07-16T14:34:49.000Z,False,text-generation
shahidul034/text_generation_model_data,42,1,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-03T09:47:21.000Z,2024-05-06T16:27:36.000Z,False,text-generation
Lots-of-LoRAs/task210_logic2text_structured_text_generation,40,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T21:33:34.000Z,2024-07-16T14:29:05.000Z,False,text-generation
Lots-of-LoRAs/task683_online_privacy_policy_text_purpose_answer_generation,38,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:50:35.000Z,2024-07-16T14:04:10.000Z,False,text-generation
metaltiger775/text-generation-wikipedia,37,0,"task_categories:text-generation, language:eng, license:mit, size_categories:100M<n<1B, region:us, text generation, dataset, nlp",2023-08-16T22:39:15.000Z,2023-08-18T00:25:22.000Z,False,text-generation
Lots-of-LoRAs/task671_ambigqa_text_generation,36,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T19:46:50.000Z,2024-07-16T13:47:36.000Z,False,text-generation
Na0s/sft-ready-Text-Generation-Augmented-Data,36,1,"language:en, size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2024-08-20T01:36:38.000Z,2024-08-29T18:52:57.000Z,False,text-generation
shahidul034/text_generation_model_data2,34,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-03T12:14:02.000Z,2024-05-06T16:28:17.000Z,False,text-generation
Na0s/sft-ready-Text-Generation-Augmented-Data-Alpaca-Format,32,2,"language:en, size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2024-12-10T23:03:43.000Z,2024-12-13T22:39:12.000Z,False,text-generation
semeru/text-code-galeras-code-generation-from-docstring-3k-deduped,26,0,"size_categories:1K<n<10K, format:json, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-10-01T17:10:54.000Z,2023-10-01T17:11:08.000Z,False,text-generation
TRI-ML/eval_metrics_5000_generations_test_text2struc_text_code_cif_1116,26,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-12-18T22:21:24.000Z,2024-12-18T23:05:57.000Z,False,text-generation
OwlCastle/SVG-Generation-from-Text-Prompts-datasets,22,0,region:us,2026-04-04T00:09:19.000Z,2026-04-04T00:09:58.000Z,False,text-generation
CATIE-AQ/orange_sum_fr_prompt_text_generation_from_title_of_an_article,20,0,"task_categories:text-generation, annotations_creators:found, language_creators:found, multilinguality:monolingual, source_datasets:orange_sum, language:fra, license:cc-by-sa-4.0, size_categories:100K<n<1M",2023-08-21T14:48:36.000Z,2025-07-15T16:47:18.000Z,False,text-generation
Limbicnation/MetaLlama_Text_Generation_Prompts,19,1,"task_categories:text-classification, task_categories:token-classification, task_categories:text-generation, language:en, license:cc-by-4.0, size_categories:1M<n<10M, modality:text, region:us",2024-07-02T23:35:42.000Z,2024-07-04T02:19:02.000Z,False,text-generation
ud-nlp/LLM-Text-Generation-Dataset,19,0,"task_categories:text-generation, license:cc-by-nc-nd-4.0, size_categories:1K<n<10K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant",2025-07-10T12:11:40.000Z,2025-07-26T23:45:12.000Z,False,text-generation
onurkoc83/reviews-turkce-text-generation,18,1,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-09-11T10:02:16.000Z,2022-09-11T10:02:25.000Z,False,text-generation
TRI-ML/eval_metrics_5000_generations_test_text2struc_text_code_1116,18,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-12-18T22:48:57.000Z,2024-12-18T22:48:59.000Z,False,text-generation
vbv373/eval_metrics_5000_generations_test_text2struc_text_code_1116,18,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-02-12T23:10:01.000Z,2025-02-12T23:10:04.000Z,False,text-generation
Lots-of-LoRAs/task957_e2e_nlg_text_generation_generate,17,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-03T18:41:24.000Z,2025-01-03T18:41:27.000Z,False,text-generation
TRI-ML/5000_generations_test_text2struc_text_code_1116,16,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-12-11T03:32:07.000Z,2024-12-11T03:32:13.000Z,False,text-generation
TRI-ML/5000_generations_test_text2struc_text_code_cif_1116,15,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-12-03T22:27:07.000Z,2024-12-03T22:27:08.000Z,False,text-generation
CATIE-AQ/orange_sum_fr_prompt_text_generation_from_an_article,14,0,"task_categories:text-generation, annotations_creators:found, language_creators:found, multilinguality:monolingual, source_datasets:orange_sum, language:fra, license:cc-by-sa-4.0, size_categories:100K<n<1M",2023-08-21T14:47:17.000Z,2025-07-15T16:47:11.000Z,False,text-generation
ykwon-hf/unconditional_text_generation_balanced,14,0,"license:apache-2.0, size_categories:10K<n<100K, format:arrow, modality:text, library:datasets, library:mlcroissant, region:us",2026-01-18T05:13:23.000Z,2026-01-18T05:15:45.000Z,False,text-generation
shahidul034/text_generation_model_data3,13,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-03T13:32:36.000Z,2024-05-06T16:28:54.000Z,False,text-generation
shahidul034/text_generation_model_data4,13,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-03T14:20:38.000Z,2024-05-06T16:29:24.000Z,False,text-generation
shahidul034/text_generation_model_data8,13,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T12:26:48.000Z,2024-05-06T16:32:56.000Z,False,text-generation
shahidul034/text_generation_model_data11,13,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T15:02:01.000Z,2024-05-06T16:30:21.000Z,False,text-generation
Babelscape/LLM-Oasis_unfactual_text_generation,13,6,"language:en, license:cc-by-nc-sa-4.0, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-11-28T11:19:53.000Z,2024-12-02T13:58:58.000Z,False,text-generation
Lots-of-LoRAs/task126_scan_structured_text_generation_command_action_all,13,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-01T14:12:08.000Z,2025-01-01T14:12:11.000Z,False,text-generation
Lots-of-LoRAs/task1595_event2mind_text_generation_1,13,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-02T14:23:03.000Z,2025-01-02T14:23:05.000Z,False,text-generation
shahidul034/text_generation_model_data6,12,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-03T16:24:28.000Z,2024-05-06T16:29:14.000Z,False,text-generation
shahidul034/text_generation_model_data9,12,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T12:56:08.000Z,2024-05-06T16:29:57.000Z,False,text-generation
shahidul034/text_generation_model_data10,12,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T13:15:44.000Z,2024-05-06T16:30:11.000Z,False,text-generation
gblazex/models-text-generation-popular-PRIVATE,12,0,"license:mit, size_categories:10K<n<100K, format:csv, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-01-08T00:37:38.000Z,2024-01-08T01:34:13.000Z,False,text-generation
Lots-of-LoRAs/task293_storycommonsense_emotion_text_generation,12,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-12-30T23:26:12.000Z,2024-12-30T23:26:14.000Z,False,text-generation
Lots-of-LoRAs/task1664_winobias_text_generation,12,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2025-01-01T13:49:56.000Z,2025-01-01T13:49:58.000Z,False,text-generation
Lots-of-LoRAs/task613_politifact_text_generation,12,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-02T14:32:12.000Z,2025-01-02T14:32:14.000Z,False,text-generation
seto4/text-generation,12,0,"task_categories:text-generation, language:en, license:mit, size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas",2026-01-26T12:02:48.000Z,2026-01-26T12:03:32.000Z,False,text-generation
shahidul034/text_generation_model_data5,11,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-03T14:44:15.000Z,2024-05-06T16:29:03.000Z,False,text-generation
shahidul034/text_generation_model_data7,11,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T03:47:07.000Z,2024-05-06T16:29:49.000Z,False,text-generation
shahidul034/text_generation_model_data12,11,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T15:11:38.000Z,2024-05-06T16:30:46.000Z,False,text-generation
shahidul034/text_generation_model_data14,11,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T16:13:17.000Z,2024-05-06T16:31:36.000Z,False,text-generation
shahidul034/text_generation_model_data16,11,0,"size_categories:100K<n<1M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T16:57:29.000Z,2024-05-06T16:31:47.000Z,False,text-generation
Lots-of-LoRAs/task684_online_privacy_policy_text_information_type_generation,11,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-01T13:37:31.000Z,2025-01-01T13:37:33.000Z,False,text-generation
Lots-of-LoRAs/task567_circa_text_generation,11,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-02T14:18:31.000Z,2025-01-02T14:18:33.000Z,False,text-generation
Lots-of-LoRAs/task589_amazonfood_summary_text_generation,11,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-03T18:27:25.000Z,2025-01-03T18:27:28.000Z,False,text-generation
vbv373/eval_metrics_5000_generations_test_text2struc_text_code_cif_1116,11,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-02-12T23:10:05.000Z,2025-02-12T23:10:15.000Z,False,text-generation
shahidul034/text_generation_model_data13,10,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T16:11:15.000Z,2024-05-06T16:31:27.000Z,False,text-generation
shahidul034/text_generation_model_data15,10,0,"size_categories:1M<n<10M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-07-04T16:56:56.000Z,2024-05-06T16:32:37.000Z,False,text-generation
CATIE-AQ/french_book_reviews_fr_prompt_binary_text_generation_from_title_of_a_review,10,0,"task_categories:text-generation, annotations_creators:found, language_creators:found, multilinguality:monolingual, source_datasets:french_book_reviews, language:fra, license:cc, size_categories:100K<n<1M",2023-08-21T15:04:43.000Z,2025-07-15T16:47:45.000Z,False,text-generation
semeru/code-text-galeras-commit-generation-3k-deduped,10,0,"size_categories:1K<n<10K, format:json, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-10-01T17:14:17.000Z,2023-10-01T17:14:31.000Z,False,text-generation
vbv373/5000_generations_test_text2struc_text_code_1116,10,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-12T23:18:12.000Z,2025-02-12T23:18:26.000Z,False,text-generation
vbv373/5000_generations_test_text2struc_text_code_cif_1116,10,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-12T23:20:00.000Z,2025-02-12T23:20:03.000Z,False,text-generation
Darmm/darmm-text-generation-kazakh,10,0,"multilinguality:monolingual, language:kk, license:apache-2.0, size_categories:1K<n<10K, format:json, modality:text, library:datasets, library:pandas",2026-01-28T12:57:52.000Z,2026-01-28T13:48:47.000Z,False,text-generation
SOULAMA/QA-text-generation-alpaca-data-cleaned,10,0,"task_categories:text-generation, task_categories:question-answering, language:en, license:apache-2.0, size_categories:10K<n<100K, format:parquet, library:datasets, library:pandas",2026-02-03T21:03:56.000Z,2026-02-05T07:53:49.000Z,False,text-generation
open-source-metrics/text-generation-checkpoint-downloads,9,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2022-09-18T02:21:36.000Z,2022-12-05T18:39:26.000Z,False,text-generation
fawern/Text-to-sql-query-generation,9,6,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-09T17:03:46.000Z,2024-05-11T09:34:32.000Z,False,text-generation
CATIE-AQ/amazon_reviews_multi_fr_prompt_binary_text_generation_from_title_of_a_review,8,0,"task_categories:text-generation, annotations_creators:found, language_creators:found, multilinguality:monolingual, source_datasets:amazon_reviews_multi, language:fra, license:other, size_categories:1M<n<10M",2023-08-21T14:54:31.000Z,2025-07-15T16:47:31.000Z,False,text-generation
yugi5/simple-text-generation-basic,8,0,"task_categories:text-generation, language:en, license:mit, size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas",2026-01-24T16:15:49.000Z,2026-01-24T16:27:03.000Z,False,text-generation
yugi5/advanced-text-generation-instructions,8,0,"task_categories:text-generation, language:en, license:mit, size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas",2026-01-26T12:22:50.000Z,2026-01-26T12:23:48.000Z,False,text-generation
optimum-benchmark/top-text-generation-models,7,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-10-02T11:26:35.000Z,2024-10-02T11:26:36.000Z,False,text-generation
Quxiaolong2024/Text_2_Graph_Generation-small,7,0,"language:en, license:apache-2.0, size_categories:100K<n<1M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-12-11T08:41:33.000Z,2024-12-14T14:32:41.000Z,False,text-generation
supergoose/flan_source_task613_politifact_text_generation_256,7,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-25T19:34:35.000Z,2025-02-25T19:34:36.000Z,False,text-generation
supergoose/flan_source_task617_amazonreview_category_text_generation_270,7,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-25T19:34:44.000Z,2025-02-25T19:34:46.000Z,False,text-generation
supergoose/flan_source_task618_amazonreview_summary_text_generation_300,7,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-25T19:35:03.000Z,2025-02-25T19:35:05.000Z,False,text-generation
supergoose/flan_source_task126_scan_structured_text_generation_command_action_all_337,7,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-25T19:35:37.000Z,2025-02-25T19:35:40.000Z,False,text-generation
